char,decomposition
軻,"['車', '一', '口', '亅']"
軺,"['車', '刀', '口']"
輾,"['車', '尸', '一', '艸', '乙']"
軱,"['車', '瓜']"
辚,"['舛', '车', '米']"
辈,"['车', '非']"
轏,"['車', '子', '尸']"
轹,"['车', '小']"
軿,"['車', '一', '廾', '八']"
輩,"['車', '非']"
軼,"['車', '人', '二']"
輈,"['車', '舟']"
较,"['丿', '车', '八', '亠']"
轟,['車']
輗,"['車', '儿', '臼']"
輋,"['車', '大', '山']"
軟,"['車', '欠']"
辇,"['人', '车', '二']"
輥,"['車', '比', '日']"
轼,"['车', '弋', '工']"
軸,"['車', '二', '丨', '凵']"
軤,"['車', '丿', '八', '一']"
轲,"['一', '车', '口', '亅']"
轡,"['車', '糸', '口']"
轪,"['车', '大']"
软,"['车', '欠']"
輏,"['車', '酉']"
辎,"['车', '田', '川']"
転,"['車', '二', '厶']"
輯,"['車', '耳', '口']"
軰,"['車', '匕']"
轍,"['厶', '車', '亠', '月', '攴']"
軒,"['車', '干']"
轣,"['車', '止', '厂', '禾']"
轔,"['車', '舛', '米']"
輬,"['車', '小', '亠', '口']"
转,"['二', '车', '丨']"
軜,"['車', '人', '冂']"
轻,"['车', '工']"
轄,"['二', '丨', '車', '宀', '一', '口']"
軷,"['丿', '丶', '又', '車', '一']"
轺,"['车', '刀', '口']"
輤,"['車', '青']"
輦,"['車', '人', '二']"
轱,"['十', '车', '口']"
轕,"['人', '車', '勹', '曰', '艸']"
輛,"['車', '一', '入', '巾']"
輽,"['車', '厶', '大', '田']"
辂,"['车', '口', '夂']"
輅,"['車', '口', '夂']"
轙,"['車', '戈', '羊', '手']"
輝,"['冖', '車', '小', '儿', '一']"
輘,"['車', '土', '八', '夂']"
轎,"['車', '冂', '大', '口']"
轖,"['車', '土', '囗', '人']"
轵,"['车', '八', '口']"
辊,"['日', '车', '比']"
軯,"['車', '干', '八']"
軘,"['車', '十', '屮', '乙']"
轆,"['車', '鹿']"
軲,"['車', '十', '口']"
轑,"['八', '大', '車', '小', '日']"
轾,"['车', '至']"
輠,"['車', '田', '木']"
轉,"['丨', '寸', '車', '十', '日']"
辙,"['厶', '车', '亠', '月', '攴']"
轤,"['車', '虍', '田', '皿']"
輻,"['車', '一', '田', '口']"
载,"['土', '车', '戈']"
辑,"['车', '耳', '口']"
辋,"['丶', '八', '车', '匸', '一', '冂']"
輜,"['車', '川', '田']"
輓,"['乙', '刀', '丨', '車', '口']"
輸,"['人', '刀', '車', '月', '一']"
載,"['車', '土', '戈']"
軨,"['車', '人', '丶']"
輞,"['丶', '八', '匸', '車', '一', '冂']"
轳,"['车', '尸', '卜']"
轰,"['车', '又']"
軑,"['車', '大']"
轇,"['車', '人', '羽', '彡']"
辔,"['车', '口']"
輕,"['車', '一', '川', '工']"
軙,"['車', '攴']"
轮,"['人', '车', '匕']"
轝,"['八', '丨', '車', '臼', '一']"
輶,"['車', '八', '酉']"
辌,"['小', '车', '口', '亠']"
轘,"['車', '一', '网', '口']"
轞,"['丿', '丶', '臣', '車', '皿', '一']"
軥,"['車', '勹', '口']"
輳,"['二', '八', '丨', '大', '車', '一']"
軔,"['車', '刀', '丶']"
轶,"['人', '车', '二']"
辐,"['一', '车', '田', '口']"
轨,"['丿', '车']"
轗,"['心', '厂', '車', '戈', '一', '口']"
輙,"['車', '又', '耳']"
辁,"['人', '车', '玉']"
辕,"['土', '车', '口']"
輡,"['車', '刀', '臼']"
轿,"['车', '大']"
轜,"['車', '而', '雨']"
车,['车']
輔,"['車', '十', '丶', '用']"
轴,"['二', '车', '丨', '凵']"
轫,"['车', '刀', '丶']"
辍,"['车', '又']"
辒,"['日', '车', '皿']"
軾,"['車', '弋', '工']"
输,"['人', '车', '刀', '月', '一']"
轩,"['干', '车']"
輿,"['臼', '車', '八', '一']"
輭,"['車', '而', '大']"
輌,"['車', '一', '山', '冂']"
轈,"['車', '川', '田', '木']"
轢,"['車', '幺', '白', '木']"
轅,"['車', '土', '口']"
軶,"['車', '户', '乙']"
辘,"['鹿', '车']"
軹,"['車', '八', '口']"
輵,"['車', '人', '曰', '勹']"
輟,"['車', '又']"
輇,"['車', '人', '玉']"
轂,"['士', '冖', '車', '一', '殳']"
辏,"['二', '八', '车', '丨', '大', '一']"
輀,"['車', '而']"
軌,"['車', '丿']"
辅,"['十', '车', '用', '丶']"
轷,"['一', '丿', '车', '八']"
軽,"['車', '土', '又']"
較,"['車', '丿', '亠', '八']"
輹,"['丿', '夂', '車', '日', '一']"
辗,"['车', '尸', '一', '艸', '乙']"
轸,"['人', '车', '彡']"
軏,"['車', '一', '儿']"
輊,"['車', '至']"
轊,"['車', '彐']"
辉,"['车', '冖', '小', '儿', '一']"
辀,"['车', '舟']"
轀,"['車', '囗', '皿', '人']"
軛,"['車', '厂', '乙']"
輴,"['車', '十', '目', '⺁']"
辖,"['二', '车', '丨', '宀', '一', '口']"
軫,"['車', '人', '彡']"
輧,"['車', '干']"
軎,"['車', '口']"
軣,"['車', '冫']"
轧,"['车', '乙']"
輒,"['車', '耳', '乙']"
辆,"['一', '车', '人', '冂']"
軍,"['冖', '車']"
軋,"['車', '乙']"
輪,"['人', '車', '一', '艸', '冂']"
軝,"['車', '氏']"
轒,"['車', '十', '艸', '貝']"
轭,"['车', '厂', '乙']"
饨,"['屮', '十', '饣', '乙']"
饜,"['月', '厂', '犬', '日', '食']"
饰,"['一', '丿', '饣', '巾']"
馑,"['丨', '廾', '饣', '玉', '口']"
饾,"['豆', '饣']"
餲,"['人', '丶', '丨', '彐', '勹', '曰', '乙']"
馇,"['日', '一', '木', '饣']"
飥,"['人', '丶', '丨', '彐', '一', '乙']"
饕,"['食', '虍', '一', '几', '口']"
飯,"['人', '丶', '又', '乙', '丨', '彐', '⺁']"
餁,"['人', '丶', '士', '丨', '彐', '乙']"
飾,"['丿', '人', '丶', '巾', '丨', '彐', '一', '乙']"
餞,"['人', '丶', '丨', '彐', '戈', '乙']"
饠,"['人', '丶', '隹', '丨', '糸', '彐', '网', '乙']"
馆,"['宀', '己', '饣']"
飴,"['人', '丶', '乙', '厶', '丨', '彐', '口']"
馏,"['田', '饣', '卩']"
餪,"['人', '丶', '而', '丨', '大', '彐', '乙']"
餿,"['人', '丶', '又', '丨', '彐', '臼', '乙']"
餜,"['人', '丶', '丨', '木', '彐', '田', '乙']"
饦,"['一', '饣', '乙']"
餖,"['人', '丶', '丨', '豆', '彐', '乙']"
馄,"['日', '比', '饣']"
餫,"['人', '丶', '丨', '彐', '冖', '車', '乙']"
飶,"['心', '人', '丶', '丿', '丨', '彐', '乙']"
饗,"['丿', '丶', '丨', '彐', '阝', '食', '乙']"
飤,"['人', '丶', '丨', '彐', '乙']"
餕,"['人', '丶', '八', '夂', '厶', '丨', '彐', '乙']"
饺,"['丿', '亠', '八', '饣']"
饁,"['土', '人', '丶', '厶', '丨', '彐', '皿', '乙']"
饧,['饣']
飭,"['丿', '人', '丶', '乙', '丨', '彐', '一', '力']"
飩,"['人', '丶', '丨', '屮', '彐', '十', '乙']"
饮,"['欠', '饣']"
馕,"['二', '丨', '冖', '十', '饣', '一', '口']"
饯,"['一', '戈', '饣']"
饳,"['山', '饣']"
餇,"['人', '丶', '乙', '丨', '彐', '口', '一', '冂']"
馌,"['厶', '土', '皿', '饣']"
馀,"['干', '人', '饣', '小']"
餠,"['人', '丶', '干', '丨', '彐', '乙']"
養,"['羊', '丶', '八', '艮']"
饹,"['口', '饣', '夂']"
餒,"['女', '人', '丶', '爪', '丨', '彐', '乙']"
餩,"['人', '丶', '丨', '彐', '亠', '乙']"
餔,"['人', '丶', '丨', '用', '彐', '十', '乙']"
馁,"['女', '饣', '爪']"
餓,"['人', '丶', '手', '丨', '彐', '戈', '乙']"
馔,"['一', '艸', '八', '饣']"
飧,"['食', '夕']"
餉,"['人', '丶', '乙', '丨', '彐', '宀', '口']"
馎,"['丶', '用', '寸', '十', '饣']"
饔,"['丿', '亠', '食', '隹']"
馍,"['日', '艸', '大', '饣']"
饑,"['幺', '人', '丶', '丨', '彐', '戈', '乙']"
饛,"['人', '丶', '二', '丨', '彐', '冖', '勹', '艸', '乙']"
馈,"['丨', '贝', '饣', '一', '口']"
饴,"['厶', '饣', '口']"
餭,"['人', '丶', '丨', '彐', '玉', '白', '乙']"
餧,"['女', '人', '丶', '丨', '彐', '禾', '乙']"
饅,"['人', '丶', '又', '丨', '彐', '日', '网', '乙']"
餶,"['人', '丶', '骨', '丨', '彐', '乙']"
饃,"['人', '丶', '丨', '大', '彐', '日', '艸', '乙']"
馃,"['木', '田', '饣']"
饒,"['人', '丶', '土', '丨', '彐', '儿', '一', '乙']"
餍,"['食', '厂', '犬']"
饎,"['人', '丶', '八', '士', '乙', '丨', '彐', '一', '口']"
餹,"['人', '丶', '乙', '广', '丨', '彐', '聿', '口']"
餀,"['人', '丶', '丿', '丨', '彐', '艸', '乙']"
餮,"['人', '食', '彡', '歹']"
馉,"['骨', '饣']"
饶,"['一', '饣', '儿']"
饘,"['人', '丶', '丨', '彐', '囗', '亠', '日', '一', '乙']"
飪,"['人', '丶', '士', '丨', '彐', '乙']"
饞,"['人', '丶', '乙', '刀', '丨', '彐', '比', '口']"
饼,"['一', '八', '廾', '饣']"
餤,"['人', '丶', '火', '丨', '彐', '乙']"
饥,"['几', '饣']"
飨,"['丿', '食']"
餎,"['人', '丶', '夂', '乙', '丨', '彐', '口']"
餵,"['人', '丶', '丨', '彐', '田', '一', '乙']"
饱,"['勹', '己', '饣']"
餽,"['人', '丶', '丨', '彐', '鬼', '乙']"
飱,"['食', '歹']"
饫,"['大', '饣']"
饬,"['一', '丿', '饣', '力']"
飽,"['人', '丶', '丨', '彐', '勹', '己', '乙']"
饂,"['人', '丶', '丨', '彐', '皿', '日', '乙']"
飣,"['人', '丶', '乙', '丨', '彐', '一', '亅']"
饐,"['人', '丶', '士', '丨', '豆', '彐', '冖', '乙']"
餳,"['人', '丶', '丨', '勹', '彐', '日', '一', '乙']"
饭,"['又', '饣', '⺁']"
饽,"['冖', '十', '饣', '子']"
饸,"['一', '人', '饣', '口']"
饌,"['人', '丶', '八', '丨', '彐', '一', '艸', '乙']"
餼,"['人', '丶', '气', '丨', '彐', '米', '乙']"
饿,"['戈', '饣', '手']"
饪,"['饣', '士']"
餗,"['人', '丶', '乙', '丨', '木', '彐', '口']"
飦,"['人', '丶', '干', '丨', '彐', '乙']"
餅,"['人', '丶', '八', '丨', '廾', '彐', '一', '乙']"
饵,"['饣', '耳']"
馓,"['饣', '月', '一', '艸', '攴']"
饩,"['气', '饣']"
饷,"['宀', '饣', '口']"
馅,"['臼', '刀', '饣']"
饊,"['人', '丶', '丨', '彐', '月', '一', '攴', '艸', '乙']"
饤,"['一', '饣', '亅']"
饲,"['一', '饣', '口']"
餌,"['人', '丶', '乙', '丨', '彐', '耳']"
饍,"['人', '丶', '八', '乙', '羊', '丨', '彐', '一', '口']"
餐,"['食', '又', '歹']"
餻,"['人', '丶', '火', '羊', '丨', '彐', '乙']"
馐,"['羊', '二', '刀', '饣']"
饈,"['人', '丶', '二', '羊', '刀', '丨', '彐', '乙']"
飼,"['人', '丶', '乙', '丨', '彐', '一', '口']"
飢,"['人', '丶', '丨', '彐', '几', '乙']"
飲,"['人', '丶', '丨', '彐', '欠', '乙']"
餄,"['人', '丶', '乙', '丨', '彐', '一', '口']"
餬,"['人', '丶', '乙', '丨', '彐', '十', '月', '口']"
饢,"['人', '丶', '二', '乙', '丨', '彐', '冖', '十', '一', '口']"
餛,"['人', '丶', '丨', '比', '彐', '日', '乙']"
餡,"['人', '丶', '刀', '丨', '彐', '臼', '乙']"
館,"['人', '丶', '丨', '彐', '宀', '己', '乙']"
餟,"['人', '丶', '又', '丨', '彐', '乙']"
飮,"['食', '欠']"
馊,"['臼', '丨', '饣', '又']"
餑,"['人', '丶', '子', '丨', '彐', '冖', '十', '乙']"
餱,"['人', '丶', '丨', '彐', '矢', '乙']"
饝,"['人', '丶', '丨', '彐', '石', '麻', '乙']"
餷,"['人', '丶', '丨', '木', '彐', '日', '一', '乙']"
飫,"['人', '丶', '丨', '大', '彐', '乙']"
餾,"['人', '丶', '丨', '彐', '田', '卩', '乙']"
餘,"['人', '丶', '干', '丨', '彐', '小', '乙']"
餺,"['人', '丶', '丨', '用', '彐', '寸', '十', '乙']"
飡,"['食', '冫']"
餈,"['食', '欠', '冫']"
餦,"['人', '丶', '長', '丨', '彐', '乙']"
馂,"['厶', '八', '饣', '夂']"
餃,"['人', '丶', '丿', '八', '丨', '彐', '亠', '乙']"
餂,"['人', '丶', '乙', '丨', '彐', '舌']"
饉,"['人', '丶', '乙', '丨', '廾', '彐', '玉', '口']"
餚,"['人', '丶', '丿', '丨', '彐', '月', '一', '乙']"
馒,"['日', '网', '又', '饣']"
餙,"['人', '丶', '丿', '巾', '丨', '彐', '一', '乙']"
饋,"['人', '丶', '乙', '丨', '彐', '貝', '一', '口']"
飿,"['人', '丶', '丨', '彐', '山', '乙']"
馋,"['丶', '乙', '刀', '丨', '饣', '口']"
饇,"['人', '丶', '丨', '彐', '口', '匚', '乙']"
剏,"['丶', '八', '刀', '廾', '一']"
剝,"['刀', '水', '彐']"
刘,"['文', '刀']"
到,"['刀', '至']"
刎,"['勹', '刀']"
剌,"['刀', '木', '口']"
剨,"['二', '刀', '丨', '一', '石']"
劚,"['虫', '水', '刀', '尸', '勹', '网']"
刷,"['刀', '尸', '巾']"
刖,"['月', '刀']"
剧,"['十', '刀', '尸', '口']"
刬,"['一', '刀', '戈']"
刮,"['刀', '舌']"
劑,"['刀', '齊']"
剺,"['刀', '木', '厂', '一', '攴']"
刍,"['刀', '彐']"
刜,"['刀', '弓']"
剤,"['文', '刀', '二']"
分,"['刀', '八']"
刄,['刀']
剋,"['十', '刀', '口', '儿']"
剀,"['刀', '山', '己']"
劘,"['刀', '麻', '非']"
劌,"['止', '丿', '刀', '厂', '戈', '小', '一']"
利,"['禾', '刀']"
剁,"['几', '木', '刀']"
刲,"['土', '刀']"
剜,"['宀', '刀', '乙', '夕']"
剂,"['刀', '齐']"
副,"['一', '刀', '田', '口']"
刃,"['刀', '丶']"
切,"['一', '刀', '乙']"
剚,"['刀', '丨', '十', '口', '聿', '亅']"
剪,"['月', '一', '刀', '八']"
剾,"['匚', '刀', '口']"
刵,"['刀', '耳']"
剞,"['亅', '刀', '大', '一', '口']"
刁,[]
剣,"['人', '八', '刀', '丨', '一', '口']"
剃,"['刀', '丨', '弓', '八']"
劎,"['一', '人', '刀']"
劏,"['刀', '冖', '田', '小', '口']"
制,"['牛', '刀', '巾']"
劁,"['火', '隹', '刀']"
剥,"['刀', '水', '彐']"
剟,"['刀', '又']"
则,"['刀', '贝']"
剗,"['刀', '戈']"
刧,"['土', '刀', '厶']"
劓,"['刀', '鼻']"
刼,"['土', '刀', '厶', '丶']"
剠,"['小', '亠', '刀', '口']"
劗,"['貝', '刀', '牛', '儿']"
劉,"['刀', '金', '卩']"
刚,"['丿', '刀', '冂']"
刺,"['刀', '木', '冂']"
劄,"['人', '竹', '刀', '一', '口']"
刿,"['刀', '山', '夕']"
剷,"['生', '刀', '立', '厂']"
刋,"['十', '刀']"
刔,"['人', '刀', '丨']"
剕,"['刀', '非']"
刨,"['勹', '刀', '己']"
剸,"['刀', '丨', '寸', '十', '日']"
划,"['刀', '戈']"
割,"['二', '刀', '丨', '宀', '一', '口']"
刴,"['丿', '刀', '木']"
剽,"['襾', '刀', '示']"
刭,"['刀', '工']"
刾,"['一', '刀', '木', '八']"
剡,"['火', '刀']"
刅,"['刀', '八']"
創,"['人', '丶', '刀', '丨', '彐', '口']"
刓,"['二', '刀', '儿']"
判,"['二', '刀', '丨', '八']"
刡,"['一', '刀', '己']"
則,"['貝', '刀']"
剄,"['一', '川', '刀', '工']"
劙,"['勹', '刀', '虫', '彐']"
劃,"['一', '聿', '田', '刀']"
券,"['二', '刀', '丨', '八']"
剦,"['刀', '丨', '大', '日', '乙']"
创,"['人', '刀', '乙']"
刀,['刀']
刽,"['人', '刀', '厶', '二']"
剛,"['八', '刀', '山', '一', '冂']"
刻,"['人', '亠', '丨', '刀']"
劇,"['虍', '刀', '豕']"
劂,"['八', '刀', '屮', '厂', '一', '欠']"
剙,"['一', '刀', '廾', '八']"
剱,"['人', '丶', '八', '刀', '丨', '一', '口']"
刪,"['一', '刀', '冂']"
刑,"['一', '刀', '廾']"
剔,"['日', '刀', '勹']"
剅,"['刀', '豆']"
剑,"['一', '人', '刀', '小']"
劍,"['一', '人', '刀']"
刳,"['二', '刀', '大']"
剖,"['刀', '立', '口']"
剉,"['土', '刀', '人']"
刌,"['刀', '寸']"
刈,"['丿', '刀']"
别,"['刀', '力', '口']"
剿,"['川', '田', '木', '刀']"
劖,"['丶', '乙', '刀', '丨', '比', '口']"
剮,"['口', '刀', '冂']"
劒,"['一', '人', '刀', '丶']"
劈,"['刀', '尸', '辛', '口']"
刦,"['土', '刀', '厶']"
劊,"['人', '八', '刀', '丨', '日', '一', '口']"
劐,"['隹', '又', '艸', '刀']"
劆,"['八', '广', '刀', '彐', '一']"
刹,"['丿', '十', '刀', '小']"
刊,"['干', '刀']"
剎,"['丿', '丶', '木', '刀']"
別,"['丿', '刀', '口']"
删,"['一', '刀', '冂']"
剰,"['禾', '一', '刀', '艸']"
前,"['月', '一', '刀', '八']"
劔,"['一', '人', '刀']"
剐,"['冂', '人', '刀', '口']"
列,"['刀', '歹']"
削,"['月', '刀', '小']"
剴,"['刀', '山', '豆']"
剩,"['禾', '刀', '匕']"
刱,"['二', '刀', '八']"
剳,"['人', '刀', '一', '艸', '口']"
宮,"['宀', '丿', '口']"
宋,"['宀', '木']"
它,"['宀', '匕']"
宪,"['宀', '牛', '儿']"
寳,"['刀', '貝', '小', '宀', '玉']"
寡,"['月', '丿', '八', '刀', '宀', '一']"
富,"['宀', '一', '田', '口']"
宽,"['宀', '见', '艸']"
寯,"['宀', '隹', '丨']"
宠,"['宀', '龙']"
宇,"['宀', '干', '亅']"
寅,"['二', '凵', '八', '丨', '宀', '一']"
実,"['二', '八', '丨', '宀', '一']"
宗,"['宀', '示']"
宼,"['宀', '二', '女', '儿']"
宾,"['宀', '一', '斤', '八']"
寮,"['八', '大', '日', '小', '宀']"
寎,"['人', '宀', '一', '爿', '冂']"
寍,"['宀', '皿', '心']"
宿,"['宀', '一', '白', '人']"
宔,"['宀', '丶', '玉']"
寕,"['丿', '宀', '一', '网', '亅']"
宬,"['宀', '一', '戈', '丿']"
宜,"['宀', '一', '月']"
寰,"['宀', '一', '网', '口']"
牢,"['宀', '牛']"
寇,"['宀', '二', '攴', '儿']"
寐,"['宀', '一', '爿', '木']"
寚,"['宀', '玉', '缶']"
宂,"['宀', '几']"
寝,"['又', '彐', '冖', '宀', '爿']"
定,"['宀', '一', '止']"
宄,"['宀', '丿']"
宧,"['宀', '匚', '口']"
完,"['宀', '二', '儿']"
宵,"['宀', '月', '小']"
宛,"['宀', '乙', '夕']"
寠,"['宀', '十', '女', '口']"
寵,"['宀', '龍']"
宏,"['宀', '厶', '一', '丿']"
寨,"['二', '八', '十', '小', '宀', '一']"
宐,"['宀', '一', '丶', '勹']"
寧,"['心', '皿', '宀', '一', '亅']"
宴,"['宀', '女', '日']"
实,"['宀', '丶', '大']"
寗,"['心', '丿', '土', '宀', '冂']"
寃,"['丶', '乙', '刀', '丨', '宀', '口']"
寔,"['宀', '一', '日', '止']"
寤,"['力', '宀', '一', '爿', '口']"
室,"['宀', '至']"
宁,"['宀', '一', '亅']"
宝,"['宀', '玉']"
客,"['宀', '口', '夂']"
宰,"['宀', '辛']"
守,"['宀', '寸']"
寛,"['宀', '艸', '見']"
容,"['宀', '谷']"
審,"['宀', '田', '釆']"
宻,"['宀', '又', '山', '八']"
审,"['宀', '丨', '日']"
安,"['宀', '女']"
察,"['宀', '月', '示', '卩']"
宸,"['宀', '辰']"
寢,"['又', '彐', '冖', '宀', '爿']"
寓,"['二', '禸', '丨', '宀', '冂']"
宣,"['宀', '一', '日']"
寶,"['宀', '貝', '玉', '缶']"
寞,"['宀', '大', '艸', '日']"
密,"['宀', '丿', '山', '心']"
宕,"['宀', '石']"
寫,"['宀', '火', '勹', '臼']"
宥,"['宀', '丿', '月', '一']"
害,"['二', '丨', '宀', '一', '口']"
寀,"['宀', '木', '爪']"
寜,"['心', '皿', '宀', '一', '亅']"
寁,"['宀', '十', '聿', '止']"
宫,"['宀', '口']"
宓,"['宀', '丿', '心']"
寘,"['八', '十', '目', '宀', '一']"
寖,"['又', '水', '彐', '冖', '宀']"
官,"['宀', '己']"
寄,"['亅', '大', '宀', '一', '口']"
家,"['宀', '豕']"
寒,"['二', '丶', '八', '宀', '一']"
寪,"['宀', '丿', '火', '爪']"
宅,"['宀', '一', '乙']"
寥,"['宀', '人', '羽', '彡']"
寂,"['又', '卜', '小', '宀', '一']"
宙,"['宀', '二', '丨', '凵']"
寬,"['丶', '目', '儿', '宀', '艸']"
實,"['宀', '囗', '十', '貝']"
宦,"['宀', '臣']"
粱,"['刀', '水', '八', '米']"
糤,"['米', '月', '一', '艸', '攴']"
粗,"['月', '一', '米']"
糗,"['自', '米', '犬']"
糞,"['八', '田', '米', '一', '艸']"
糰,"['丨', '寸', '囗', '十', '米', '日']"
粋,"['丿', '十', '米']"
籵,"['十', '米']"
粳,"['丿', '丨', '米', '日', '一']"
糊,"['月', '十', '米', '口']"
糶,"['羽', '山', '米', '隹']"
粲,"['歹', '又', '米']"
糇,"['人', '米', '矢']"
粨,"['一', '白', '米']"
粦,"['舛', '米']"
精,"['青', '米']"
粇,"['亠', '几', '米']"
糈,"['月', '疋', '米']"
粎,"['尸', '米']"
糅,"['矛', '木', '米']"
粂,"['勹', '米']"
糎,"['里', '米', '厂']"
籼,"['山', '米']"
糠,"['隶', '广', '米']"
糢,"['日', '艸', '大', '米']"
粵,"['宀', '二', '釆']"
粬,"['二', '凵', '米']"
糟,"['二', '凵', '米', '日', '艸']"
粜,"['山', '米']"
类,"['大', '米']"
粕,"['白', '米']"
粆,"['丿', '米', '小']"
糴,"['入', '羽', '米', '隹']"
籹,"['女', '米']"
籴,"['入', '米']"
糒,"['丿', '用', '米', '一', '艸']"
粟,"['襾', '米']"
粹,"['十', '亠', '米', '人']"
粘,"['卜', '米', '口']"
粪,"['一', '艸', '八', '米']"
糍,"['幺', '一', '八', '米']"
粒,"['立', '米']"
糭,"['凵', '丿', '八', '夂', '米', '冫']"
粝,"['丿', '一', '米', '厂']"
粍,"['毛', '米']"
粤,"['一', '囗', '丶', '米']"
糔,"['丶', '又', '虫', '米']"
糏,"['月', '尸', '米', '小']"
粃,"['比', '米']"
粻,"['長', '米']"
糉,"['丿', '凵', '八', '夂', '米']"
粉,"['刀', '八', '米']"
糡,"['音', '米', '儿']"
糯,"['而', '米', '雨']"
粞,"['襾', '米']"
糱,"['丶', '屮', '辛', '米', '己']"
糨,"['虫', '弓', '米', '口']"
糕,"['羊', '火', '米']"
粽,"['宀', '米', '示']"
粺,"['二', '丶', '丨', '十', '米', '冂']"
粧,"['土', '广', '米']"
米,['米']
糖,"['广', '聿', '米', '口']"
籾,"['刀', '米', '丶']"
粁,"['十', '米']"
粔,"['匚', '米']"
糓,"['士', '冖', '米', '一', '殳']"
糜,"['米', '麻']"
粛,"['人', '聿', '木', '糸']"
粑,"['丨', '米', '乙']"
粮,"['艮', '丶', '米']"
糵,"['丶', '米', '辛', '己', '艸']"
籸,"['十', '米', '乙']"
畨,"['田', '米']"
糁,"['厶', '彡', '大', '米']"
糝,"['厶', '人', '彡', '米']"
粼,"['舛', '川', '米']"
糙,"['牛', '米', '口', '辵']"
糲,"['二', '禸', '丨', '厂', '米', '艸', '冂']"
粥,"['弓', '米']"
糧,"['日', '一', '里', '米']"
粿,"['木', '田', '米']"
糌,"['日', '卜', '米', '夂']"
粢,"['欠', '米', '冫']"
籽,"['子', '米']"
邲,"['心', '丿', '阝']"
鄜,"['鹿', '阝']"
郴,"['木', '阝']"
郷,"['丿', '丶', '丨', '彐', '阝', '乙']"
鄚,"['日', '艸', '大', '阝']"
鄏,"['辰', '寸', '阝']"
郕,"['丿', '一', '戈', '阝']"
郯,"['火', '阝']"
鄭,"['八', '大', '酉', '阝']"
